,word_id,token,NER_annotation,NER_nested_annotation,final_ent,capitalized,final_ent_reduced,struct_id,lemma,doc,msk
4530,106681270,",",O,O,O,False,O,187,",",0060-001.xml,0
4531,106681271,ταῦτα,O,O,O,False,O,187,οὗτος,0060-001.xml,0
4532,106681272,μὲν,O,O,O,False,O,187,μέν,0060-001.xml,0
4533,106681273,δοῦναι,O,O,O,False,O,187,δίδωμι,0060-001.xml,0
4534,106681274,θάψαι,O,O,O,False,O,187,θάπτω,0060-001.xml,0
4535,106681275,τοῖς,O,O,O,False,O,187,ὁ,0060-001.xml,0
4536,106681276,ἱερεῦσι,O,O,O,False,O,187,ἱερεύς,0060-001.xml,0
4537,106681277,καὶ,O,O,O,False,O,187,καί,0060-001.xml,0
4538,106681278,τιμᾶν,O,O,O,False,O,187,τιμάω,0060-001.xml,0
4539,106681279,προστάξαι,O,O,O,False,O,187,προστάσσω,0060-001.xml,0
4540,106681280,ὡς,O,O,O,False,O,187,ὡς,0060-001.xml,0
4541,106681281,θεὸν,O,O,O,False,O,187,θεός,0060-001.xml,0
4542,106681282,τὸν,O,O,O,False,O,187,ὁ,0060-001.xml,0
4543,106681283,Ὄσιριν,B-PER,O,B-PERS,True,PERS,187,Ὄσιρις,0060-001.xml,0
4544,106681284,",",O,O,O,False,O,187,",",0060-001.xml,0
4545,106681285,τὸ,O,O,O,False,O,187,ὁ,0060-001.xml,0
4546,106681286,δὲ,O,O,O,False,O,187,δέ,0060-001.xml,0
4547,106681287,αἰδοῖον,O,O,O,False,O,187,αἰδοῖον,0060-001.xml,0
4548,106681288,μόνον,O,O,O,False,O,187,μόνος,0060-001.xml,0
4549,106681289,οὐ,O,O,O,False,O,187,οὐ,0060-001.xml,0
4550,106681290,δυναμένην,O,O,O,False,O,187,δύναμαι,0060-001.xml,0
4551,106681291,ἀνευρεῖν,O,O,O,False,O,187,ἀνευρίσκω,0060-001.xml,0
4552,106681292,καταδεῖξαι,O,O,O,False,O,187,καταδείκνυμι,0060-001.xml,0
4553,106681293,τιμᾶν,O,O,O,False,O,187,τιμάω,0060-001.xml,0
4554,106681294,ὡς,O,O,O,False,O,187,ὡς,0060-001.xml,0
4555,106681295,θεὸν,O,O,O,False,O,187,θεός,0060-001.xml,0
4556,106681296,καὶ,O,O,O,False,O,187,καί,0060-001.xml,0
4557,106681297,ἀναθεῖναι,O,O,O,False,O,187,ἀνατίθημι,0060-001.xml,0
4558,106681298,κατὰ,O,O,O,False,O,187,κατά,0060-001.xml,0
4559,106681299,τὸ,O,O,O,False,O,187,ὁ,0060-001.xml,0
4560,106681300,ἱερὸν,O,O,O,False,O,187,ἱερός,0060-001.xml,0
4561,106681301,ἐντεταμένον,O,O,O,False,O,187,ἐντείνω,0060-001.xml,0
4562,106681302,.,O,O,O,False,O,187,.,0060-001.xml,0
4563,,O,O,O,O,False,O,187,,,0
4564,100905306,Μαζάρης,B-PER,O,B-PERS,True,PERS,187,Μαζάρης,0016-001.xml,0
4565,100905307,δὲ,O,O,O,False,O,187,δέ,0016-001.xml,0
4566,100905308,μετὰ,O,O,O,False,O,187,μετά,0016-001.xml,0
4567,100905309,ταῦτα,O,O,O,False,O,187,οὗτος,0016-001.xml,0
4568,100905310,ἐστρατεύετο,O,O,O,False,O,187,στρατεύω,0016-001.xml,0
4569,100905311,ἐπὶ,O,O,O,False,O,187,ἐπί,0016-001.xml,0
4570,100905312,τοὺς,O,O,O,False,O,187,ὁ,0016-001.xml,0
4571,100905313,συμπολιορκήσαντας,O,O,O,False,O,187,συμπολιορκέω,0016-001.xml,0
4572,100905314,Τάβαλον,B-LOC,O,B-LOC,True,MISC,187,Τάβαλος,0016-001.xml,0
4573,100905315,",",O,O,O,False,O,187,",",0016-001.xml,0
4574,100905316,καὶ,O,O,O,False,O,187,καί,0016-001.xml,0
4575,100905317,τοῦτο,O,O,O,False,O,187,οὗτος,0016-001.xml,0
4576,100905318,μὲν,O,O,O,False,O,187,μέν,0016-001.xml,0
4577,100905319,Πριηνέας,B-GRP,O,B-GRP,True,MISC,187,Πριηνέες,0016-001.xml,0
4578,100905320,ἐξηνδραποδίσατο,O,O,O,False,O,187,ἐξανδραποδίζω,0016-001.xml,0
4579,100905321,",",O,O,O,False,O,187,",",0016-001.xml,0
4580,100905322,τοῦτο,O,O,O,False,O,187,οὗτος,0016-001.xml,0
4581,100905323,δὲ,O,O,O,False,O,187,δέ,0016-001.xml,0
4582,100905324,Μαιάνδρου,B-LOC,B-PER,B-LOC,True,PERS,187,Μαίανδρος,0016-001.xml,0
4583,100905325,πεδίον,I-LOC,O,I-LOC,False,O,187,πεδίον,0016-001.xml,0
4584,100905326,πᾶν,O,O,O,False,O,187,πᾶς,0016-001.xml,0
4585,100905327,ἐπέδραμε,O,O,O,False,O,187,ἐπιτρέχω,0016-001.xml,0
4586,100905328,ληίην,O,O,O,False,O,187,λεία,0016-001.xml,0
4587,100905329,ποιεύμενος,O,O,O,False,O,187,ποιέω,0016-001.xml,0
4588,100905330,τῷ,O,O,O,False,O,187,ὁ,0016-001.xml,0
4589,100905331,στρατῷ,O,O,O,False,O,187,στρατός,0016-001.xml,0
4590,100905332,",",O,O,O,False,O,187,",",0016-001.xml,0
4591,100905333,Μαγνησίην,B-LOC,O,B-LOC,True,MISC,187,Μαγνησία,0016-001.xml,0
4592,100905334,τε,O,O,O,False,O,187,τε,0016-001.xml,0
4593,100905335,ὡσαύτως,O,O,O,False,O,187,ὡσαύτως,0016-001.xml,0
4594,100905336,.,O,O,O,False,O,187,.,0016-001.xml,0
4595,,O,O,O,O,False,O,187,,,0
4596,122360457,ὅπου,O,O,O,False,O,187,ὅπου,2042-058.xml,0
4597,122360458,γε,O,O,O,False,O,187,γε,2042-058.xml,0
4598,122360459,καὶ,O,O,O,False,O,187,καί,2042-058.xml,0
4599,122360460,αὐτὸ,O,O,O,False,O,187,αὐτός,2042-058.xml,0
4600,122360461,τὸ,O,O,O,False,O,187,ὁ,2042-058.xml,0
4601,122360462,δοκεῖν,O,O,O,False,O,187,δοκέω,2042-058.xml,0
4602,122360463,γεγονέναι,O,O,O,False,O,187,γίγνομαι,2042-058.xml,0
4603,122360464,δίκαιον,O,O,O,False,O,187,δίκαιος,2042-058.xml,0
4604,122360465,",",O,O,O,False,O,187,",",2042-058.xml,0
4605,122360466,ἐλέῳ,O,O,O,False,O,187,ἔλεος,2042-058.xml,0
4606,122360467,γίνεται,O,O,O,False,O,187,γίγνομαι,2042-058.xml,0
4607,122360468,τοῦ,O,O,O,False,O,187,ὁ,2042-058.xml,0
4608,122360469,Θεοῦ,B-PER,O,B-PERS,True,PERS,187,θεός,2042-058.xml,0
4609,122360470,.,O,O,O,False,O,187,.,2042-058.xml,0
4610,,O,O,O,O,False,O,187,,,0
4611,101527419,ἀλλὰ,O,O,O,False,O,187,ἀλλά,0032-007.xml,0
4612,101527420,ναὶ,O,O,O,False,O,187,ναί,0032-007.xml,0
4613,101527421,μὰ,O,O,O,False,O,187,μά,0032-007.xml,0
4614,101527422,Δί’,B-PER,O,B-PERS,True,PERS,187,Ζεύς,0032-007.xml,1
4615,101527423,",",O,O,O,False,O,187,",",0032-007.xml,0
4616,101527424,ἔφη,O,O,O,False,O,187,φημί,0032-007.xml,0
4617,101527425,",",O,O,O,False,O,187,",",0032-007.xml,0
4618,101527426,ὦ,O,O,O,False,O,187,ὦ,0032-007.xml,0
4619,101527427,Κῦρε,B-PER,O,B-PERS,True,PERS,187,Κῦρος,0032-007.xml,1
4620,101527428,",",O,O,O,False,O,187,",",0032-007.xml,0
4621,101527429,ἔχει,O,O,O,False,O,187,ἔχω,0032-007.xml,0
4622,101527430,μὲν,O,O,O,False,O,187,μέν,0032-007.xml,0
4623,101527431,προφάσεις,O,O,O,False,O,187,πρόφασις,0032-007.xml,0
4624,101527432,τὰ,O,O,O,False,O,187,ὁ,0032-007.xml,0
4625,101527433,ἡμέτερα,O,O,O,False,O,187,ἡμέτερος,0032-007.xml,0
4626,101527434,ἁμαρτήματα,O,O,O,False,O,187,ἁμάρτημα,0032-007.xml,0
4627,101527435,ὥστ’,O,O,O,False,O,187,ὥστε,0032-007.xml,0
4628,101527436,ἀπιστεῖν,O,O,O,False,O,187,ἀπιστέω,0032-007.xml,0
4629,101527437,ἡμῖν,O,O,O,False,O,187,ἐγώ,0032-007.xml,0
4630,101527438,·,O,O,O,False,O,187,·,0032-007.xml,0
4631,,O,O,O,O,False,O,187,,,0
4632,103463361,διοικήσας,O,O,O,False,O,187,διοικέω,0034-001.xml,0
4633,103463362,δὲ,O,O,O,False,O,187,δέ,0034-001.xml,0
4634,103463363,ταῦτα,O,O,O,False,O,187,οὗτος,0034-001.xml,0
4635,103463364,πάντα,O,O,O,False,O,187,πᾶς,0034-001.xml,0
4636,103463365,ὁ,O,O,O,False,O,187,ὁ,0034-001.xml,0
4637,103463366,Ἀμύντας,B-PER,O,B-PERS,True,PERS,187,Ἀμύντας,0034-001.xml,1
4638,103463367,αὐτὸς,O,O,O,False,O,187,αὐτός,0034-001.xml,0
4639,103463368,πάλιν,O,O,O,False,O,187,πάλιν,0034-001.xml,0
4640,103463369,ἀποδίδοται,O,O,O,False,O,187,ἀποδίδωμι,0034-001.xml,0
4641,103463370,τα-,O,O,O,False,O,187,ὁ,0034-001.xml,0
4642,103463371,τἀνδράποδα,O,O,O,False,O,187,ἀνδράποδον,0034-001.xml,0
4643,103463372,πέντε,O,O,O,False,O,187,πέντε,0034-001.xml,0
4644,103463373,καὶ,O,O,O,False,O,187,καί,0034-001.xml,0
4645,103463374,τριάκοντα,O,O,O,False,O,187,τριάκοντα,0034-001.xml,0
4646,103463375,μνῶν,O,O,O,False,O,187,μνᾶ,0034-001.xml,0
4647,103463376,Τιμοχάρει,B-PER,O,B-PERS,True,PERS,187,Τιμοχάρης,0034-001.xml,1
4648,103463377,Ἀχαρνεῖ,I-PER,B-GRP,I-PERS,True,MISC,187,Ἀχαρνεύς,0034-001.xml,1
4649,103463378,τῷ,O,O,O,False,O,187,ὁ,0034-001.xml,0
4650,103463379,τὴν,O,O,O,False,O,187,ὁ,0034-001.xml,0
4651,103463380,νεωτέραν,O,O,O,False,O,187,νέος,0034-001.xml,0
4652,103463381,ἔχοντι,O,O,O,False,O,187,ἔχω,0034-001.xml,0
4653,103463382,τούτου,O,O,O,False,O,187,οὗτος,0034-001.xml,0
4654,103463383,ἀδελφήν,O,O,O,False,O,187,ἀδελφή,0034-001.xml,0
4655,103463384,·,O,O,O,False,O,187,·,0034-001.xml,0
4656,,O,O,O,O,False,O,187,,,0
4657,122234459,λέγει,O,O,O,False,O,187,λέγω,2042-050.xml,0
4658,122234460,ὁ,O,O,O,False,O,187,ὁ,2042-050.xml,0
4659,122234461,Σωτὴρ,B-PER,O,B-PERS,True,PERS,187,Σωτήρ,2042-050.xml,1
4660,122234462,καὶ,O,O,O,False,O,187,καί,2042-050.xml,0
4661,122234463,Κύριος,I-PER,O,I-PERS,True,PERS,187,κύριος,2042-050.xml,0
4662,122234464,Ἰησοῦς,I-PER,O,I-PERS,True,PERS,187,Ἰησοῦς,2042-050.xml,1
4663,122234465,Χριστὸς,I-PER,O,I-PERS,True,PERS,187,Χριστός,2042-050.xml,1
4664,122234466,τοῖς,O,O,O,False,O,187,ὁ,2042-050.xml,0
4665,122234467,ἁμαρτάνουσιν,O,O,O,False,O,187,ἁμαρτάνω,2042-050.xml,0
4666,122234468,",",O,O,O,False,O,187,",",2042-050.xml,0
4667,122234469,ὅτι,O,O,O,False,O,187,ὅτι,2042-050.xml,0
4668,122234470,"""",O,O,O,False,O,187,"""",2042-050.xml,0
4669,122234471,ὑμεῖς,O,O,O,False,O,187,σύ,2042-050.xml,0
4670,122234472,ἐκ,O,O,O,False,O,187,ἐκ,2042-050.xml,0
4671,122234473,τοῦ,O,O,O,False,O,187,ὁ,2042-050.xml,0
4672,122234474,πατρὸς,O,O,O,False,O,187,πατήρ,2042-050.xml,0
4673,122234475,τοῦ,O,O,O,False,O,187,ὁ,2042-050.xml,0
4674,122234476,διαβόλου,O,O,O,False,O,187,διάβολος,2042-050.xml,0
4675,122234477,ἐστὲ,O,O,O,False,O,187,εἰμί,2042-050.xml,0
4676,122234478,",",O,O,O,False,O,187,",",2042-050.xml,0
4677,122234479,καὶ,O,O,O,False,O,187,καί,2042-050.xml,0
4678,122234480,τὰς,O,O,O,False,O,187,ὁ,2042-050.xml,0
4679,122234481,ἐπιθυμίας,O,O,O,False,O,187,ἐπιθυμία,2042-050.xml,0
4680,122234482,τοῦ,O,O,O,False,O,187,ὁ,2042-050.xml,0
4681,122234483,πατρὸς,O,O,O,False,O,187,πατήρ,2042-050.xml,0
4682,122234484,ὑμῶν,O,O,O,False,O,187,σύ,2042-050.xml,0
4683,122234485,θέλετε,O,O,O,False,O,187,ἐθέλω,2042-050.xml,0
4684,122234486,ποιῆσαι,O,O,O,False,O,187,ποιέω,2042-050.xml,0
4685,122234487,.,O,O,O,False,O,187,.,2042-050.xml,0
4686,,O,O,O,O,False,O,187,,,0
4687,113559012,ὃ,O,O,O,False,O,187,ὁ,0062-055.xml,0
4688,113559013,δὲ,O,O,O,False,O,187,δέ,0062-055.xml,0
4689,113559014,δὴ,O,O,O,False,O,187,δή,0062-055.xml,0
4690,113559015,μάλιστα,O,O,O,False,O,187,μάλα,0062-055.xml,0
4691,113559016,ἂν,O,O,O,False,O,187,ἄν,0062-055.xml,0
4692,113559017,αὐτοὺς,O,O,O,False,O,187,αὐτός,0062-055.xml,0
4693,113559018,ἀνιάσειε,O,O,O,False,O,187,ἀνιάω,0062-055.xml,0
4694,113559019,",",O,O,O,False,O,187,",",0062-055.xml,0
4695,113559020,τὸ,O,O,O,False,O,187,ὁ,0062-055.xml,0
4696,113559021,μὲν,O,O,O,False,O,187,μέν,0062-055.xml,0
4697,113559022,χρυσίον,O,O,O,False,O,187,χρυσίον,0062-055.xml,0
4698,113559023,μύρμηκάς,O,O,O,False,O,187,μύρμηξ,0062-055.xml,0
4699,113559024,τινας,O,O,O,False,O,187,τις,0062-055.xml,0
4700,113559025,οἵους,O,O,O,False,O,187,οἷος,0062-055.xml,0
4701,113559026,τοὺς,O,O,O,False,O,187,ὁ,0062-055.xml,0
4702,113559027,Ἰνδικοὺς,B-GRP,O,B-GRP,True,MISC,187,Ἰνδικός,0062-055.xml,0
4703,113559028,ἀνορύττοντας,O,O,O,False,O,187,ἀνορύσσω,0062-055.xml,0
4704,113559029,ἐκ,O,O,O,False,O,187,ἐκ,0062-055.xml,0
4705,113559030,τῶν,O,O,O,False,O,187,ὁ,0062-055.xml,0
4706,113559031,θησαυρῶν,O,O,O,False,O,187,θησαυρός,0062-055.xml,0
4707,113559032,ἐκφέρειν,O,O,O,False,O,187,ἐκφέρω,0062-055.xml,0
4708,113559033,νύκτωρ,O,O,O,False,O,187,νύκτωρ,0062-055.xml,0
4709,113559034,ἐς,O,O,O,False,O,187,εἰς,0062-055.xml,0
4710,113559035,τὸ,O,O,O,False,O,187,ὁ,0062-055.xml,0
4711,113559036,δημόσιον,O,O,O,False,O,187,δημόσιος,0062-055.xml,0
4712,113559037,·,O,O,O,False,O,187,·,0062-055.xml,0
4713,,O,O,O,O,False,O,187,,,0
4714,105963893,καὶ,O,O,O,False,O,187,καί,1799-001.xml,0
4715,105963894,τὰς,O,O,O,False,O,187,ὁ,1799-001.xml,0
4716,105963895,ΑΔ,O,O,O,True,MISC,187,ΑΔ,1799-001.xml,0
4717,105963896,",",O,O,O,False,O,187,",",1799-001.xml,0
4718,105963897,ΔΒ,O,O,O,True,MISC,187,ΔΒ,1799-001.xml,0
4719,105963898,μέσας,O,O,O,False,O,187,μέσος,1799-001.xml,0
4720,105963899,εἶναι,O,O,O,False,O,187,εἰμί,1799-001.xml,0
4721,105963900,δυνάμει,O,O,O,False,O,187,δύναμις,1799-001.xml,0
4722,105963901,μόνον,O,O,O,False,O,187,μόνος,1799-001.xml,0
4723,105963902,συμμέτρους,O,O,O,False,O,187,σύμμετρος,1799-001.xml,0
4724,105963903,μέσον,O,O,O,False,O,187,μέσος,1799-001.xml,0
4725,105963904,περιεχούσας,O,O,O,False,O,187,περιέχω,1799-001.xml,0
4726,105963905,.,O,O,O,False,O,187,.,1799-001.xml,0
4727,,O,O,O,O,False,O,187,,,0
4728,112662305,ἐν,O,O,O,False,O,187,ἐν,0057-089.xml,0
4729,112662306,μὲν,O,O,O,False,O,187,μέν,0057-089.xml,0
4730,112662307,τοῖς,O,O,O,False,O,187,ὁ,0057-089.xml,0
4731,112662308,κατὰ,O,O,O,False,O,187,κατά,0057-089.xml,0
4732,112662309,Διοσκορίδην,B-PER,O,B-PERS,True,PERS,187,Διοσκορίδης,0057-089.xml,1
4733,112662310,ἀντιγράφοις,O,O,O,False,O,187,ἀντίγραφος,0057-089.xml,0
4734,112662311,οὐ,O,O,O,False,O,187,οὐ,0057-089.xml,0
4735,112662312,μόνον,O,O,O,False,O,187,μόνος,0057-089.xml,0
4736,112662313,οὕτως,O,O,O,False,O,187,οὕτως,0057-089.xml,0
4737,112662314,ἁπλῶς,O,O,O,False,O,187,ἁπλῶς,0057-089.xml,0
4738,112662315,γέγραπται,O,O,O,False,O,187,γράφω,0057-089.xml,0
4739,112662316,κατάστασις,O,O,O,False,O,187,κατάστασις,0057-089.xml,0
4740,112662317,",",O,O,O,False,O,187,",",0057-089.xml,0
4741,112662318,ἀλλὰ,O,O,O,False,O,187,ἀλλά,0057-089.xml,0
4742,112662319,πρόσκειται,O,O,O,False,O,187,πρόσκειμαι,0057-089.xml,0
4743,112662320,τὸ,O,O,O,False,O,187,ὁ,0057-089.xml,0
4744,112662321,θερμὴ,O,O,O,False,O,187,θερμός,0057-089.xml,0
4745,112662322,καὶ,O,O,O,False,O,187,καί,0057-089.xml,0
4746,112662323,ὑγρὰ,O,O,O,False,O,187,ὑγρός,0057-089.xml,0
4747,112662324,κατὰ,O,O,O,False,O,187,κατά,0057-089.xml,0
4748,112662325,τὸ,O,O,O,False,O,187,ὁ,0057-089.xml,0
4749,112662326,μέσον,O,O,O,False,O,187,μέσος,0057-089.xml,0
4750,112662327,τῆς,O,O,O,False,O,187,ὁ,0057-089.xml,0
4751,112662328,σελίδος,O,O,O,False,O,187,σελίς,0057-089.xml,0
4752,112662329,ὅλου,O,O,O,False,O,187,ὅλος,0057-089.xml,0
4753,112662330,τοῦ,O,O,O,False,O,187,ὁ,0057-089.xml,0
4754,112662331,γεγραμμένου,O,O,O,False,O,187,γράφω,0057-089.xml,0
4755,112662332,",",O,O,O,False,O,187,",",0057-089.xml,0
4756,112662333,καθάπερ,O,O,O,False,O,187,καθά,0057-089.xml,0
4757,112662334,ἐν,O,O,O,False,O,187,ἐν,0057-089.xml,0
4758,112662335,τοῖς,O,O,O,False,O,187,ὁ,0057-089.xml,0
4759,112662336,ἄλλοις,O,O,O,False,O,187,ἄλλος,0057-089.xml,0
4760,112662337,ἀντιγράφοις,O,O,O,False,O,187,ἀντίγραφος,0057-089.xml,0
4761,112662338,μόνου,O,O,O,False,O,187,μόνος,0057-089.xml,0
4762,112662339,τοῦ,O,O,O,False,O,187,ὁ,0057-089.xml,0
4763,112662340,κατάστασις,O,O,O,False,O,187,κατάστασις,0057-089.xml,0
4764,112662341,.,O,O,O,False,O,187,.,0057-089.xml,0
4765,,O,O,O,O,False,O,187,,,0
4766,101214775,ἄνθρωπε,O,O,O,False,O,187,ἄνθρωπος,0019-009.xml,0
4767,101214776,βούλει,O,O,O,False,O,187,βούλομαι,0019-009.xml,0
4768,101214777,σκευάρι’,O,O,O,False,O,187,σκευάριον,0019-009.xml,0
4769,101214778,εἰς,O,O,O,False,O,187,εἰς,0019-009.xml,0
4770,101214779,Ἅιδου,B-LOC,O,B-LOC,True,MISC,187,ᾍδης,0019-009.xml,0
4771,101214780,φέρειν,O,O,O,False,O,187,φέρω,0019-009.xml,0
4772,101214781,;,O,O,O,False,O,187,;,0019-009.xml,0
4773,,O,O,O,O,False,O,187,,,0
4774,104162282,"""",O,O,O,False,O,187,"""",0086-028.xml,0
4775,104162283,πᾶν,O,O,O,False,O,187,πᾶς,0086-028.xml,0
4776,104162284,γὰρ,O,O,O,False,O,187,γάρ,0086-028.xml,0
4777,104162285,ἑρπετὸν,O,O,O,False,O,187,ἑρπετόν,0086-028.xml,0
4778,104162286,πληγῇ,O,O,O,False,O,187,πληγή,0086-028.xml,0
4779,104162287,νέμεται,O,O,O,False,O,187,νέμω,0086-028.xml,0
4780,104162288,"""",O,O,O,False,O,187,"""",0086-028.xml,0
4781,104162289,",",O,O,O,False,O,187,",",0086-028.xml,0
4782,104162290,ὥς,O,O,O,False,O,187,ὡς,0086-028.xml,0
4783,104162291,φησιν,O,O,O,False,O,187,φημί,0086-028.xml,0
4784,104162292,Ἡράκλειτος,B-PER,O,B-PERS,True,PERS,187,Ἡράκλειτος,0086-028.xml,1
4785,104162293,.,O,O,O,False,O,187,.,0086-028.xml,0
4786,,O,O,O,O,False,O,187,,,0
4799,,O,O,O,O,False,O,187,,,0
4800,112092918,τὰ,O,O,O,False,O,187,ὁ,0057-076.xml,0
4801,112092919,ὑπὸ,O,O,O,False,O,187,ὑπό,0057-076.xml,0
4802,112092920,Κρίτωνος,B-PER,O,B-PERS,True,PERS,187,Κρίτων,0057-076.xml,1
4803,112092921,γραφέντα,O,O,O,False,O,187,γράφω,0057-076.xml,0
4804,112092922,ἐν,O,O,O,False,O,187,ἐν,0057-076.xml,0
4805,112092923,τῇ,O,O,O,False,O,187,ὁ,0057-076.xml,0
4806,112092924,πρώτῃ,O,O,O,False,O,187,πρῶτος,0057-076.xml,0
4807,112092925,βίβλῳ,O,O,O,False,O,187,βίβλος,0057-076.xml,0
4808,112092926,περὶ,O,O,O,False,O,187,περί,0057-076.xml,0
4809,112092927,φαρμάκων,O,O,O,False,O,187,φάρμακον,0057-076.xml,0
4810,112092928,αὐτοῖς,O,O,O,False,O,187,αὐτός,0057-076.xml,0
4811,112092929,ὀνόμασιν,O,O,O,False,O,187,ὄνομα,0057-076.xml,0
4812,112092930,οὕτως,O,O,O,False,O,187,οὕτως,0057-076.xml,0
4813,112092931,.,O,O,O,False,O,187,.,0057-076.xml,0
4814,,O,O,O,O,False,O,187,,,0
4815,113446559,ἔπρεπεν,O,O,O,False,O,187,πρέπω,0062-032.xml,0
4816,113446560,δὲ,O,O,O,False,O,187,δέ,0062-032.xml,0
4817,113446561,ἤδη,O,O,O,False,O,187,ἤδη,0062-032.xml,0
4818,113446562,σοι,O,O,O,False,O,187,σύ,0062-032.xml,0
4819,113446563,καὶ,O,O,O,False,O,187,καί,0062-032.xml,0
4820,113446564,γεγαμηκέναι,O,O,O,False,O,187,γαμέω,0062-032.xml,0
4821,113446565,",",O,O,O,False,O,187,",",0062-032.xml,0
4822,113446566,μὴ,O,O,O,False,O,187,μή,0062-032.xml,0
4823,113446567,μέντοι,O,O,O,False,O,187,μέντοι,0062-032.xml,0
4824,113446568,ἀγροῖκόν,O,O,O,False,O,187,ἀγροῖκος,0062-032.xml,0
4825,113446569,τινα,O,O,O,False,O,187,τις,0062-032.xml,0
4826,113446570,καὶ,O,O,O,False,O,187,καί,0062-032.xml,0
4827,113446571,χωρῖτιν,O,O,O,False,O,187,χωρίτης,0062-032.xml,0
4828,113446572,",",O,O,O,False,O,187,",",0062-032.xml,0
4829,113446573,οἷαι,O,O,O,False,O,187,οἷος,0062-032.xml,0
4830,113446574,κατὰ,O,O,O,False,O,187,κατά,0062-032.xml,0
4831,113446575,τὴν,O,O,O,False,O,187,ὁ,0062-032.xml,0
4832,113446576,Ἴδην,B-LOC,O,B-LOC,True,MISC,187,Ἴδη,0062-032.xml,0
4833,113446577,αἱ,O,O,O,False,O,187,ὁ,0062-032.xml,0
4834,113446578,γυναῖκες,O,O,O,False,O,187,γυνή,0062-032.xml,0
4835,113446579,",",O,O,O,False,O,187,",",0062-032.xml,0
4836,113446580,ἀλλά,O,O,O,False,O,187,ἀλλά,0062-032.xml,0
4837,113446581,τινα,O,O,O,False,O,187,τις,0062-032.xml,0
4838,113446582,ἐκ,O,O,O,False,O,187,ἐκ,0062-032.xml,0
4839,113446583,τῆς,O,O,O,False,O,187,ὁ,0062-032.xml,0
4840,113446584,Ἑλλάδος,B-LOC,O,B-LOC,True,MISC,187,Ἑλλάς,0062-032.xml,0
4841,113446585,",",O,O,O,False,O,187,",",0062-032.xml,0
4842,113446586,ἢ,O,O,O,False,O,187,ἤ,0062-032.xml,0
4843,113446587,Ἀργόθεν,B-LOC,O,B-LOC,True,MISC,187,Ἀργόθεν,0062-032.xml,0
4844,113446588,ἢ,O,O,O,False,O,187,ἤ,0062-032.xml,0
4845,113446589,ἐκ,O,O,O,False,O,187,ἐκ,0062-032.xml,0
4846,113446590,Κορίνθου,B-LOC,O,B-LOC,True,MISC,187,Κόρινθος,0062-032.xml,0
4847,113446591,ἢ,O,O,O,False,O,187,ἤ,0062-032.xml,0
4848,113446592,Λάκαιναν,B-GRP,O,B-GRP,True,MISC,187,Λάκαινα,0062-032.xml,1
4849,113446593,οἵαπερ,O,O,O,False,O,187,οἵαπερ,0062-032.xml,0
4850,113446594,ἢ,O,O,O,False,O,187,ἤ,0062-032.xml,0
4851,113446595,Ἑλένη,B-PER,O,B-PERS,True,PERS,187,Ἑλένη,0062-032.xml,0
4852,113446596,ἐστίν,O,O,O,False,O,187,εἰμί,0062-032.xml,0
4853,113446597,",",O,O,O,False,O,187,",",0062-032.xml,0
4854,113446598,νέα,O,O,O,False,O,187,νέος,0062-032.xml,0
4855,113446599,τε,O,O,O,False,O,187,τε,0062-032.xml,0
4856,113446600,καὶ,O,O,O,False,O,187,καί,0062-032.xml,0
4857,113446601,καλὴ,O,O,O,False,O,187,καλός,0062-032.xml,0
4858,113446602,καὶ,O,O,O,False,O,187,καί,0062-032.xml,0
4859,113446603,κατ’,O,O,O,False,O,187,κατά,0062-032.xml,0
4860,113446604,οὐδὲν,O,O,O,False,O,187,οὐδείς,0062-032.xml,0
4861,113446605,ἐλάττων,O,O,O,False,O,187,ἐλαχύς,0062-032.xml,0
4862,113446606,ἐμοῦ,O,O,O,False,O,187,ἐγώ,0062-032.xml,0
4863,113446607,",",O,O,O,False,O,187,",",0062-032.xml,0
4864,113446608,καὶ,O,O,O,False,O,187,καί,0062-032.xml,0
4865,113446609,τὸ,O,O,O,False,O,187,ὁ,0062-032.xml,0
4866,113446610,δὴ,O,O,O,False,O,187,δή,0062-032.xml,0
4867,113446611,μέγιστον,O,O,O,False,O,187,μέγας,0062-032.xml,0
4868,113446612,",",O,O,O,False,O,187,",",0062-032.xml,0
4869,113446613,ἐρωτική,O,O,O,False,O,187,ἐρωτικός,0062-032.xml,0
4870,113446614,.,O,O,O,False,O,187,.,0062-032.xml,0
4871,,O,O,O,O,False,O,187,,,0
4872,110819508,δέδεικται,O,O,O,False,O,187,δείκνυμι,0057-021.xml,0
4873,110819509,δὲ,O,O,O,False,O,187,δέ,0057-021.xml,0
4874,110819510,ἱκανῶς,O,O,O,False,O,187,ἱκανός,0057-021.xml,0
4875,110819511,Ἀριστοτέλει,B-PER,O,B-PERS,True,PERS,187,Ἀριστοτέλης,0057-021.xml,1
4876,110819512,τῶν,O,O,O,False,O,187,ὁ,0057-021.xml,0
4877,110819513,ζώων,O,O,O,False,O,187,ζῷον,0057-021.xml,0
4878,110819514,τὰ,O,O,O,False,O,187,ὁ,0057-021.xml,0
4879,110819515,μὲν,O,O,O,False,O,187,μέν,0057-021.xml,0
4880,110819516,ἀτελέστερα,O,O,O,False,O,187,ἀτελής,0057-021.xml,0
4881,110819517,κατά,O,O,O,False,O,187,κατά,0057-021.xml,0
4882,110819518,τε,O,O,O,False,O,187,τε,0057-021.xml,0
